L,a_x,a_y,alfa,omega,theta,time,v_x,v_x_noisy,v_y,v_y_noisy,x,y,||a||,||v||
10.069367,-4.905000,-4.905000,-0.693672,0.000000,0.785398,0.000000,0.000000,0.000000,0.000000,0.000000,7.120118,-7.120118,6.936718,0.000000
10.069367,-4.939025,-4.939025,-0.693672,-0.006937,0.785398,0.010000,-0.049390,-0.049089,-0.049390,-0.046706,7.120118,-7.120118,6.984836,0.069848
10.069372,-4.939027,-4.938342,-0.693624,-0.013873,0.785329,0.020000,-0.098787,-0.102167,-0.098774,-0.093464,7.119627,-7.120615,6.984354,0.139697
10.069382,-4.939031,-4.936976,-0.693527,-0.020810,0.785190,0.030000,-0.148198,-0.148445,-0.148137,-0.153654,7.118646,-7.121610,6.983392,0.209541
10.069396,-4.939037,-4.934928,-0.693383,-0.027745,0.784982,0.040000,-0.197630,-0.197962,-0.197466,-0.192266,7.117174,-7.123101,6.981948,0.279375
10.069415,-4.939043,-4.932196,-0.693190,-0.034679,0.784705,0.050000,-0.247089,-0.252804,-0.246747,-0.249223,7.115211,-7.125089,6.980022,0.349195
10.069439,-4.939049,-4.928782,-0.692950,-0.041611,0.784358,0.060000,-0.296583,-0.328090,-0.295967,-0.301468,7.112757,-7.127573,6.977615,0.418996
10.069468,-4.939053,-4.924686,-0.692661,-0.048540,0.783942,0.070000,-0.346118,-0.363787,-0.345111,-0.358630,7.109811,-7.130553,6.974724,0.488774
10.069502,-4.939053,-4.919908,-0.692323,-0.055467,0.783456,0.080000,-0.395702,-0.393172,-0.394168,-0.387530,7.106372,-7.134027,6.971351,0.558523
10.069540,-4.939048,-4.914447,-0.691938,-0.062390,0.782902,0.090000,-0.445340,-0.430039,-0.443121,-0.472111,7.102441,-7.137994,6.967495,0.628239
10.069583,-4.939034,-4.908306,-0.691504,-0.069309,0.782278,0.100000,-0.495039,-0.471875,-0.491959,-0.426225,7.098017,-7.142455,6.963155,0.697917
10.069631,-4.939010,-4.901482,-0.691021,-0.076224,0.781585,0.110000,-0.544807,-0.523757,-0.540667,-0.526568,7.093099,-7.147407,6.958330,0.767552
10.069684,-4.938973,-4.893979,-0.690490,-0.083135,0.780822,0.120000,-0.594650,-0.534730,-0.589232,-0.590716,7.087686,-7.152849,6.953020,0.837140
10.069741,-4.938919,-4.885795,-0.689911,-0.090040,0.779991,0.130000,-0.644573,-0.615741,-0.637640,-0.637220,7.081777,-7.158779,6.947223,0.906675
10.069803,-4.938846,-4.876931,-0.689283,-0.096939,0.779091,0.140000,-0.694585,-0.688171,-0.685877,-0.662576,7.075372,-7.165197,6.940940,0.976153
10.069870,-4.938748,-4.867388,-0.688606,-0.103831,0.778121,0.150000,-0.744690,-0.741944,-0.733930,-0.765424,7.068470,-7.172100,6.934169,1.045570
10.069942,-4.938623,-4.857167,-0.687880,-0.110718,0.777083,0.160000,-0.794895,-0.809875,-0.781784,-0.752496,7.061069,-7.179486,6.926909,1.114919
10.070018,-4.938467,-4.846268,-0.687105,-0.117596,0.775976,0.170000,-0.845207,-0.904468,-0.829427,-0.862849,7.053169,-7.187354,6.919159,1.184197
10.070098,-4.938274,-4.834692,-0.686281,-0.124467,0.774800,0.180000,-0.895630,-0.880618,-0.876844,-0.906331,7.044769,-7.195701,6.910918,1.253399
10.070184,-4.938040,-4.822440,-0.685408,-0.131330,0.773555,0.190000,-0.946172,-1.003487,-0.924022,-0.926169,7.035867,-7.204525,6.902185,1.322519
10.070274,-4.937759,-4.809513,-0.684486,-0.138184,0.772242,0.200000,-0.996837,-0.982626,-0.970947,-1.026818,7.026462,-7.213824,6.892959,1.391553
10.070368,-4.937428,-4.795912,-0.683514,-0.145029,0.770860,0.210000,-1.047632,-0.978788,-1.017605,-1.010935,7.016552,-7.223594,6.883238,1.460497
10.070467,-4.937039,-4.781638,-0.682493,-0.151864,0.769410,0.220000,-1.098561,-1.072692,-1.063982,-1.067827,7.006138,-7.233833,6.873021,1.529344
10.070571,-4.936587,-4.766693,-0.681422,-0.158689,0.767891,0.230000,-1.149630,-1.245812,-1.110065,-1.109497,6.995216,-7.244539,6.862307,1.598091
10.070679,-4.936067,-4.751077,-0.680301,-0.165503,0.766304,0.240000,-1.200845,-1.176491,-1.155840,-1.137621,6.983786,-7.255709,6.851094,1.666732
10.070791,-4.935470,-4.734792,-0.679130,-0.172306,0.764649,0.250000,-1.252209,-1.214207,-1.201294,-1.105411,6.971846,-7.267338,6.839381,1.735262
10.070908,-4.934792,-4.717840,-0.677910,-0.179098,0.762926,0.260000,-1.303729,-1.239316,-1.246412,-1.296090,6.959394,-7.279425,6.827166,1.803677
10.071030,-4.934025,-4.700222,-0.676639,-0.185877,0.761135,0.270000,-1.355407,-1.430273,-1.291180,-1.205603,6.946429,-7.291965,6.814447,1.871971
10.071155,-4.933162,-4.681940,-0.675317,-0.192643,0.759276,0.280000,-1.407250,-1.338875,-1.335586,-1.440401,6.932950,-7.304956,6.801224,1.940140
10.071285,-4.932195,-4.662995,-0.673945,-0.199396,0.757350,0.290000,-1.459261,-1.470843,-1.379614,-1.368446,6.918954,-7.318392,6.787493,2.008178
10.071420,-4.931117,-4.643390,-0.672522,-0.206136,0.755356,0.300000,-1.511444,-1.618618,-1.423252,-1.281380,6.904439,-7.332272,6.773255,2.076081
10.071558,-4.929920,-4.623126,-0.671049,-0.212861,0.753294,0.310000,-1.563803,-1.608211,-1.466486,-1.465449,6.889405,-7.346590,6.758506,2.143843
10.071701,-4.928595,-4.602207,-0.669524,-0.219572,0.751166,0.320000,-1.616341,-1.658011,-1.509302,-1.418929,6.873849,-7.361342,6.743246,2.211459
10.071848,-4.927136,-4.580633,-0.667948,-0.226267,0.748970,0.330000,-1.669063,-1.762259,-1.551685,-1.594925,6.857769,-7.376525,6.727471,2.278925
10.071998,-4.925532,-4.558408,-0.666321,-0.232946,0.746707,0.340000,-1.721970,-1.598356,-1.593623,-1.584538,6.841163,-7.392134,6.711181,2.346234
10.072153,-4.923775,-4.535535,-0.664642,-0.239609,0.744378,0.350000,-1.775066,-1.858584,-1.635102,-1.617211,6.824030,-7.408164,6.694373,2.413383
10.072313,-4.921856,-4.512015,-0.662911,-0.246256,0.741982,0.360000,-1.828354,-1.790150,-1.676108,-1.588253,6.806367,-7.424611,6.677046,2.480366
10.072476,-4.919765,-4.487852,-0.661128,-0.252885,0.739519,0.370000,-1.881836,-1.869148,-1.716627,-1.622132,6.788173,-7.441470,6.659197,2.547178
10.072643,-4.917494,-4.463049,-0.659293,-0.259496,0.736991,0.380000,-1.935514,-2.007719,-1.756646,-1.749405,6.769445,-7.458736,6.640825,2.613813
10.072813,-4.915033,-4.437610,-0.657406,-0.266089,0.734396,0.390000,-1.989391,-1.998925,-1.796151,-1.790156,6.750181,-7.476404,6.621928,2.680267
10.072988,-4.912371,-4.411537,-0.655466,-0.272663,0.731735,0.400000,-2.043467,-2.045392,-1.835128,-1.939890,6.730380,-7.494469,6.602503,2.746534
10.073166,-4.909499,-4.384834,-0.653474,-0.279218,0.729008,0.410000,-2.097744,-2.081187,-1.873563,-1.997939,6.710040,-7.512926,6.582549,2.812609
10.073349,-4.906406,-4.357505,-0.651428,-0.285753,0.726216,0.420000,-2.152223,-2.270828,-1.911445,-1.954507,6.689157,-7.531768,6.562063,2.878486
10.073534,-4.903082,-4.329554,-0.649330,-0.292267,0.723358,0.430000,-2.206905,-2.221538,-1.948757,-1.954507,6.667731,-7.550991,6.541044,2.944161
10.073724,-4.899516,-4.300986,-0.647178,-0.298760,0.720436,0.440000,-2.261791,-2.276144,-1.985488,-1.801589,6.645758,-7.570589,6.519489,3.009628
10.073917,-4.895697,-4.271804,-0.644972,-0.305232,0.717448,0.450000,-2.316881,-2.431636,-2.021624,-1.998764,6.623237,-7.590555,6.497396,3.074882
10.074113,-4.891614,-4.242013,-0.642713,-0.311682,0.714396,0.460000,-2.372174,-2.482488,-2.057151,-2.159074,6.600167,-7.610885,6.474763,3.139917
10.074313,-4.887257,-4.211617,-0.640400,-0.318109,0.711279,0.470000,-2.427670,-2.337616,-2.092057,-2.096517,6.576543,-7.631571,6.451589,3.204729
10.074517,-4.882613,-4.180623,-0.638033,-0.324513,0.708098,0.480000,-2.483370,-2.732300,-2.126327,-2.113382,6.552366,-7.652607,6.427871,3.269310
10.074723,-4.877672,-4.149035,-0.635611,-0.330893,0.704853,0.490000,-2.539270,-2.637770,-2.159949,-1.851446,6.527631,-7.673987,6.403606,3.333658
10.074933,-4.872421,-4.116859,-0.633135,-0.337249,0.701544,0.500000,-2.595371,-2.769951,-2.192909,-2.163915,6.502338,-7.695705,6.378794,3.397764
10.075146,-4.866849,-4.084100,-0.630604,-0.343581,0.698171,0.510000,-2.651671,-2.586085,-2.225195,-2.179359,6.476485,-7.717754,6.353432,3.461626
10.075363,-4.860945,-4.050764,-0.628019,-0.349887,0.694735,0.520000,-2.708167,-2.629605,-2.256793,-2.437687,6.450068,-7.740126,6.327517,3.525236
10.075582,-4.854695,-4.016858,-0.625378,-0.356167,0.691237,0.530000,-2.764858,-2.891368,-2.287691,-2.343873,6.423087,-7.762816,6.301048,3.588589
10.075804,-4.848088,-3.982388,-0.622682,-0.362421,0.687675,0.540000,-2.821740,-2.646621,-2.317876,-2.382943,6.395539,-7.785815,6.274024,3.651680
10.076029,-4.841112,-3.947361,-0.619931,-0.368648,0.684051,0.550000,-2.878811,-2.958273,-2.347334,-2.331239,6.367422,-7.809117,6.246441,3.714503
10.076257,-4.833754,-3.911783,-0.617124,-0.374847,0.680364,0.560000,-2.936068,-2.800208,-2.376054,-2.258562,6.338734,-7.832714,6.218298,3.777053
10.076488,-4.826003,-3.875663,-0.614261,-0.381018,0.676616,0.570000,-2.993506,-2.888090,-2.404023,-2.514338,6.309473,-7.856600,6.189593,3.839324
10.076722,-4.817844,-3.839007,-0.611342,-0.387161,0.672806,0.580000,-3.051122,-2.992635,-2.431229,-2.577521,6.279638,-7.880766,6.160325,3.901310
10.076958,-4.809267,-3.801824,-0.608367,-0.393274,0.668934,0.590000,-3.108912,-3.053354,-2.457659,-2.416197,6.249226,-7.905204,6.130491,3.963006
10.077196,-4.800258,-3.764122,-0.605336,-0.399358,0.665001,0.600000,-3.166870,-3.095704,-2.483301,-2.449284,6.218236,-7.929907,6.100090,4.024407
10.077438,-4.790805,-3.725909,-0.602248,-0.405411,0.661008,0.610000,-3.224992,-3.418129,-2.508143,-2.576792,6.186666,-7.954867,6.069119,4.085505
10.077681,-4.780895,-3.687193,-0.599104,-0.411434,0.656954,0.620000,-3.283271,-3.397775,-2.532174,-2.699580,6.154514,-7.980076,6.037578,4.146297
10.077927,-4.770515,-3.647985,-0.595903,-0.417425,0.652839,0.630000,-3.341704,-3.065142,-2.555381,-2.670000,6.121779,-8.005525,6.005465,4.206775
10.078175,-4.759653,-3.608293,-0.592645,-0.423384,0.648665,0.640000,-3.400282,-3.412215,-2.577754,-2.445267,6.088458,-8.031207,5.972777,4.266935
10.078425,-4.748295,-3.568127,-0.589330,-0.429310,0.644431,0.650000,-3.459000,-3.745575,-2.599280,-2.692626,6.054551,-8.057113,5.939515,4.326770
10.078678,-4.736430,-3.527496,-0.585957,-0.435203,0.640138,0.660000,-3.517851,-3.545588,-2.619949,-2.600548,6.020056,-8.083233,5.905675,4.386275
10.078932,-4.724044,-3.486412,-0.582528,-0.441063,0.635786,0.670000,-3.576827,-3.243006,-2.639749,-2.715852,5.984972,-8.109561,5.871257,4.445444
10.079188,-4.711125,-3.444885,-0.579041,-0.446888,0.631375,0.680000,-3.635921,-4.085051,-2.658671,-2.765068,5.949297,-8.136086,5.836260,4.504271
10.079446,-4.697660,-3.402925,-0.575496,-0.452679,0.626907,0.690000,-3.695126,-3.334365,-2.676702,-2.537448,5.913029,-8.162801,5.800682,4.562750
10.079706,-4.683636,-3.360545,-0.571894,-0.458434,0.622380,0.700000,-3.754431,-3.353916,-2.693834,-2.557706,5.876169,-8.189695,5.764522,4.620876
10.079967,-4.669042,-3.317756,-0.568234,-0.464153,0.617795,0.710000,-3.813830,-3.784227,-2.710054,-2.674003,5.838715,-8.216760,5.727779,4.678643
10.080230,-4.653863,-3.274569,-0.564516,-0.469835,0.613154,0.720000,-3.873313,-4.100683,-2.725355,-2.848687,5.800665,-8.243987,5.690452,4.736044
10.080494,-4.638089,-3.230997,-0.560740,-0.475480,0.608456,0.730000,-3.932870,-4.333813,-2.739725,-2.671237,5.762019,-8.271366,5.652541,4.793074
10.080760,-4.621707,-3.187053,-0.556907,-0.481087,0.603701,0.740000,-3.992491,-3.778294,-2.753156,-2.797788,5.722776,-8.298889,5.614043,4.849727
10.081027,-4.604705,-3.142749,-0.553015,-0.486657,0.598890,0.750000,-4.052167,-4.115042,-2.765638,-2.471782,5.682936,-8.326545,5.574960,4.905998
10.081295,-4.587070,-3.098099,-0.549065,-0.492187,0.594023,0.760000,-4.111887,-4.080156,-2.777162,-2.943763,5.642497,-8.354325,5.535289,4.961879
10.081564,-4.568791,-3.053117,-0.545057,-0.497677,0.589101,0.770000,-4.171640,-4.499199,-2.787719,-2.732619,5.601459,-8.382219,5.495032,5.017366
10.081835,-4.549856,-3.007817,-0.540991,-0.503128,0.584125,0.780000,-4.231415,-4.454890,-2.797302,-2.911177,5.559823,-8.410217,5.454186,5.072452
10.082106,-4.530253,-2.962212,-0.536867,-0.508538,0.579093,0.790000,-4.291200,-4.344196,-2.805902,-2.862556,5.517587,-8.438311,5.412753,5.127132
10.082378,-4.509972,-2.916318,-0.532685,-0.513907,0.574008,0.800000,-4.350984,-4.352771,-2.813510,-2.782629,5.474751,-8.466489,5.370731,5.181399
10.082650,-4.489000,-2.870149,-0.528445,-0.519233,0.568869,0.810000,-4.410753,-4.086571,-2.820121,-2.852230,5.431316,-8.494742,5.328121,5.235248
10.082924,-4.467327,-2.823722,-0.524146,-0.524518,0.563677,0.820000,-4.470496,-4.793620,-2.825725,-2.949508,5.387282,-8.523059,5.284923,5.288673
10.083197,-4.444942,-2.777051,-0.519789,-0.529759,0.558431,0.830000,-4.530200,-4.342604,-2.830317,-2.629280,5.342648,-8.551432,5.241138,5.341667
10.083472,-4.421835,-2.730153,-0.515375,-0.534957,0.553134,0.840000,-4.589851,-4.440979,-2.833890,-2.789850,5.297415,-8.579848,5.196764,5.394225
10.083746,-4.397995,-2.683044,-0.510902,-0.540111,0.547784,0.850000,-4.649436,-4.534119,-2.836438,-2.718692,5.251584,-8.608298,5.151804,5.446341
10.084021,-4.373412,-2.635740,-0.506371,-0.545220,0.542383,0.860000,-4.708940,-5.237906,-2.837954,-2.483958,5.205155,-8.636772,5.106257,5.498009
10.084296,-4.348077,-2.588260,-0.501783,-0.550284,0.536931,0.870000,-4.768350,-4.828933,-2.838434,-2.800641,5.158129,-8.665259,5.060125,5.549223
10.084570,-4.321980,-2.540619,-0.497136,-0.555301,0.531428,0.880000,-4.827652,-4.391484,-2.837872,-2.955991,5.110507,-8.693749,5.013408,5.599977
10.084845,-4.295111,-2.492837,-0.492433,-0.560273,0.525875,0.890000,-4.886829,-4.884192,-2.836264,-2.766654,5.062290,-8.722232,4.966107,5.650265
10.085120,-4.267463,-2.444930,-0.487671,-0.565197,0.520272,0.900000,-4.945868,-5.009143,-2.833604,-3.072463,5.013479,-8.750695,4.918223,5.700081
10.085394,-4.239025,-2.396916,-0.482853,-0.570074,0.514620,0.910000,-5.004753,-4.958471,-2.829890,-2.798199,4.964076,-8.779130,4.869758,5.749419
10.085668,-4.209791,-2.348816,-0.477977,-0.574902,0.508920,0.920000,-5.063467,-4.823419,-2.825117,-2.865979,4.914081,-8.807525,4.820714,5.798274
10.085941,-4.179753,-2.300647,-0.473044,-0.579682,0.503171,0.930000,-5.121996,-4.995206,-2.819283,-2.597009,4.863497,-8.835870,4.771091,5.846640
10.086214,-4.148902,-2.252428,-0.468054,-0.584413,0.497374,0.940000,-5.180323,-5.243723,-2.812384,-2.864936,4.812326,-8.864154,4.720892,5.894510
10.086486,-4.117232,-2.204179,-0.463007,-0.589093,0.491530,0.950000,-5.238432,-5.757510,-2.804419,-2.723574,4.760569,-8.892366,4.670119,5.941880
10.086757,-4.084737,-2.155920,-0.457905,-0.593723,0.485639,0.960000,-5.296305,-5.357886,-2.795385,-2.594430,4.708229,-8.920496,4.618773,5.988742
10.087028,-4.051409,-2.107670,-0.452746,-0.598302,0.479701,0.970000,-5.353927,-5.283239,-2.785281,-2.610285,4.655308,-8.948532,4.566858,6.035091
10.087297,-4.017243,-2.059451,-0.447531,-0.602830,0.473718,0.980000,-5.411279,-5.653020,-2.774107,-2.843190,4.601809,-8.976465,4.514375,6.080922
10.087565,-3.982234,-2.011281,-0.442260,-0.607305,0.467690,0.990000,-5.468345,-5.261988,-2.761862,-2.874258,4.547734,-9.004282,4.461327,6.126229
10.087832,-3.946376,-1.963182,-0.436934,-0.611728,0.461617,1.000000,-5.525107,-5.734064,-2.748545,-2.860777,4.493086,-9.031973,4.407717,6.171005
10.088098,-3.909666,-1.915175,-0.431553,-0.616097,0.455500,1.010000,-5.581548,-5.548264,-2.734157,-2.740545,4.437868,-9.059528,4.353548,6.215246
10.088362,-3.872099,-1.867281,-0.426117,-0.620412,0.449339,1.020000,-5.637648,-5.820357,-2.718699,-2.558016,4.382083,-9.086935,4.298824,6.258946
10.088625,-3.833671,-1.819520,-0.420627,-0.624674,0.443135,1.030000,-5.693391,-5.321788,-2.702173,-2.617048,4.325735,-9.114185,4.243546,6.302098
10.088886,-3.794379,-1.771916,-0.415083,-0.628880,0.436888,1.040000,-5.748758,-5.659411,-2.684580,-2.643613,4.268828,-9.141265,4.187720,6.344698
10.089145,-3.754222,-1.724489,-0.409485,-0.633031,0.430599,1.050000,-5.803731,-5.920942,-2.665923,-2.685341,4.211364,-9.168165,4.131349,6.386739
10.089402,-3.713196,-1.677260,-0.403833,-0.637126,0.424269,1.060000,-5.858290,-5.814365,-2.646205,-2.651187,4.153349,-9.194875,4.074436,6.428216
10.089658,-3.671300,-1.630253,-0.398129,-0.641164,0.417898,1.070000,-5.912419,-5.882570,-2.625429,-2.632018,4.094786,-9.221384,4.016985,6.469125
10.089911,-3.628534,-1.583489,-0.392372,-0.645145,0.411486,1.080000,-5.966097,-5.743794,-2.603599,-2.607879,4.035679,-9.247681,3.959002,6.509458
10.090163,-3.584896,-1.536990,-0.386564,-0.649069,0.405035,1.090000,-6.019306,-5.802293,-2.580720,-2.649598,3.976034,-9.273755,3.900489,6.549211
10.090412,-3.540387,-1.490779,-0.380703,-0.652935,0.398544,1.100000,-6.072028,-5.989838,-2.556797,-2.452840,3.915854,-9.299596,3.841453,6.588379
10.090658,-3.495007,-1.444877,-0.374792,-0.656742,0.392015,1.110000,-6.124243,-6.369500,-2.531834,-2.303667,3.855145,-9.325194,3.781897,6.626955
10.090902,-3.448759,-1.399308,-0.368830,-0.660490,0.385447,1.120000,-6.175932,-6.422631,-2.505839,-2.635222,3.793912,-9.350537,3.721827,6.664935
10.091144,-3.401642,-1.354095,-0.362818,-0.664178,0.378842,1.130000,-6.227076,-6.170375,-2.478818,-2.550048,3.732160,-9.375616,3.661248,6.702314
10.091383,-3.353660,-1.309258,-0.356756,-0.667806,0.372200,1.140000,-6.277657,-5.782470,-2.450777,-2.417315,3.669894,-9.400420,3.600166,6.739086
10.091619,-3.304816,-1.264822,-0.350646,-0.671374,0.365522,1.150000,-6.327654,-5.796968,-2.421725,-2.345963,3.607120,-9.424938,3.538585,6.775246
10.091853,-3.255113,-1.220808,-0.344487,-0.674880,0.358809,1.160000,-6.377050,-6.423101,-2.391670,-2.213154,3.543845,-9.449161,3.476512,6.810790
10.092083,-3.204555,-1.177240,-0.338280,-0.678325,0.352060,1.170000,-6.425825,-6.560101,-2.360621,-2.445407,3.480074,-9.473079,3.413952,6.845711
10.092310,-3.153148,-1.134140,-0.332026,-0.681708,0.345277,1.180000,-6.473961,-6.225612,-2.328586,-2.068448,3.415813,-9.496681,3.350912,6.880006
10.092535,-3.100895,-1.091529,-0.325726,-0.685028,0.338460,1.190000,-6.521437,-6.182031,-2.295576,-2.358403,3.351069,-9.519958,3.287398,6.913668
10.092755,-3.047804,-1.049432,-0.319379,-0.688285,0.331609,1.200000,-6.568236,-6.031511,-2.261601,-2.390051,3.285848,-9.542899,3.223417,6.946694
10.092973,-2.993881,-1.007869,-0.312988,-0.691479,0.324726,1.210000,-6.614339,-7.033555,-2.226672,-2.230748,3.220158,-9.565495,3.158975,6.979079
10.093187,-2.939132,-0.966864,-0.306551,-0.694609,0.317812,1.220000,-6.659727,-7.033204,-2.190800,-2.031759,3.154005,-9.587736,3.094079,7.010818
10.093398,-2.883566,-0.926438,-0.300071,-0.697674,0.310866,1.230000,-6.704381,-6.195319,-2.153998,-2.165294,3.087397,-9.609613,3.028736,7.041905
10.093605,-2.827191,-0.886614,-0.293548,-0.700675,0.303889,1.240000,-6.748284,-6.835811,-2.116277,-2.061634,3.020340,-9.631117,2.962954,7.072338
10.093808,-2.770016,-0.847412,-0.286982,-0.703611,0.296882,1.250000,-6.791416,-6.547149,-2.077652,-1.931298,2.952843,-9.652237,2.896739,7.102110
10.094008,-2.712051,-0.808856,-0.280374,-0.706480,0.289846,1.260000,-6.833761,-6.772804,-2.038135,-1.878760,2.884914,-9.672966,2.830100,7.131219
10.094204,-2.653305,-0.770965,-0.273726,-0.709284,0.282781,1.270000,-6.875300,-6.903785,-1.997741,-1.955415,2.816559,-9.693294,2.763045,7.159659
10.094396,-2.593790,-0.733762,-0.267037,-0.712021,0.275688,1.280000,-6.916015,-7.064814,-1.956484,-1.760095,2.747788,-9.713212,2.695580,7.187426
10.094583,-2.533516,-0.697267,-0.260309,-0.714692,0.268568,1.290000,-6.955889,-7.104500,-1.914380,-1.905933,2.678609,-9.732711,2.627715,7.214516
10.094767,-2.472497,-0.661501,-0.253543,-0.717295,0.261421,1.300000,-6.994904,-7.201945,-1.871443,-1.889337,2.609029,-9.751784,2.559458,7.240924
10.094946,-2.410744,-0.626485,-0.246739,-0.719830,0.254248,1.310000,-7.033045,-7.137351,-1.827692,-1.945119,2.539059,-9.770421,2.490817,7.266648
10.095121,-2.348270,-0.592238,-0.239898,-0.722298,0.247050,1.320000,-7.070293,-6.819661,-1.783141,-1.758640,2.468706,-9.788614,2.421801,7.291683
10.095292,-2.285090,-0.558781,-0.233021,-0.724697,0.239827,1.330000,-7.106634,-7.532760,-1.737808,-1.829443,2.397980,-9.806356,2.352418,7.316025
10.095459,-2.221218,-0.526132,-0.226109,-0.727027,0.232580,1.340000,-7.142049,-6.946928,-1.691711,-1.599348,2.326890,-9.823638,2.282679,7.339670
10.095621,-2.156668,-0.494311,-0.219163,-0.729288,0.225310,1.350000,-7.176524,-7.040756,-1.644869,-1.604701,2.255445,-9.840453,2.212591,7.362615
10.095778,-2.091456,-0.463337,-0.212184,-0.731480,0.218017,1.360000,-7.210044,-7.071947,-1.597298,-1.602854,2.183654,-9.856794,2.142165,7.384856
10.095930,-2.025598,-0.433228,-0.205173,-0.733601,0.210702,1.370000,-7.242592,-7.198787,-1.549020,-1.554835,2.111528,-9.872652,2.071409,7.406389
10.096078,-1.959111,-0.404001,-0.198130,-0.735653,0.203366,1.380000,-7.274154,-7.228987,-1.500052,-1.557034,2.039075,-9.888022,2.000333,7.427212
10.096222,-1.892011,-0.375676,-0.191056,-0.737634,0.196009,1.390000,-7.304717,-7.434474,-1.450416,-1.534387,1.966307,-9.902895,1.928947,7.447321
10.096360,-1.824317,-0.348267,-0.183954,-0.739545,0.188633,1.400000,-7.334264,-6.878031,-1.400131,-1.405105,1.893233,-9.917265,1.857262,7.466713
10.096493,-1.756046,-0.321793,-0.176822,-0.741385,0.181238,1.410000,-7.362784,-7.749841,-1.349219,-1.517041,1.819864,-9.931126,1.785286,7.485384
10.096622,-1.687216,-0.296268,-0.169664,-0.743153,0.173824,1.420000,-7.390262,-7.602906,-1.297700,-1.425685,1.746209,-9.944472,1.713031,7.503333
10.096745,-1.617848,-0.271710,-0.162479,-0.744849,0.166392,1.430000,-7.416686,-7.708536,-1.245596,-1.360607,1.672279,-9.957296,1.640506,7.520555
10.096863,-1.547960,-0.248132,-0.155268,-0.746474,0.158944,1.440000,-7.442044,-7.484226,-1.192929,-1.018483,1.598085,-9.969593,1.567721,7.537048
10.096977,-1.477573,-0.225549,-0.148033,-0.748027,0.151479,1.450000,-7.466323,-7.475232,-1.139722,-1.110854,1.523638,-9.981356,1.494689,7.552810
10.097085,-1.406707,-0.203976,-0.140775,-0.749507,0.143999,1.460000,-7.489512,-8.294224,-1.085997,-1.140427,1.448948,-9.992581,1.421418,7.567838
10.097187,-1.335382,-0.183425,-0.133495,-0.750915,0.136504,1.470000,-7.511599,-7.482968,-1.031778,-1.112100,1.374027,-10.003262,1.347921,7.582129
10.097285,-1.263620,-0.163910,-0.126193,-0.752250,0.128995,1.480000,-7.532575,-7.484211,-0.977087,-1.071064,1.298886,-10.013394,1.274207,7.595682
10.097377,-1.191443,-0.145443,-0.118871,-0.753512,0.121472,1.490000,-7.552429,-7.168382,-0.921948,-0.966122,1.223535,-10.022973,1.200288,7.608493
10.097464,-1.118873,-0.128035,-0.111530,-0.754701,0.113937,1.500000,-7.571152,-7.664847,-0.866386,-0.789058,1.147987,-10.031994,1.126175,7.620562
10.097545,-1.045931,-0.111698,-0.104172,-0.755816,0.106390,1.510000,-7.588734,-7.787269,-0.810425,-0.752872,1.072252,-10.040453,1.051879,7.631885
10.097621,-0.972642,-0.096442,-0.096796,-0.756858,0.098832,1.520000,-7.605167,-7.725690,-0.754089,-0.746021,0.996342,-10.048346,0.977411,7.642461
10.097692,-0.899027,-0.082277,-0.089405,-0.757826,0.091263,1.530000,-7.620443,-7.824152,-0.697403,-0.703883,0.920269,-10.055669,0.902784,7.652289
10.097757,-0.825110,-0.069211,-0.081999,-0.758720,0.083685,1.540000,-7.634555,-7.777004,-0.640393,-0.618141,0.844044,-10.062419,0.828007,7.661366
10.097816,-0.750914,-0.057253,-0.074580,-0.759540,0.076098,1.550000,-7.647495,-8.114168,-0.583083,-0.561617,0.767680,-10.068593,0.753094,7.669691
10.097870,-0.676464,-0.046412,-0.067148,-0.760285,0.068502,1.560000,-7.659257,-7.962883,-0.525499,-0.477324,0.691187,-10.074187,0.678054,7.677263
10.097918,-0.601783,-0.036694,-0.059705,-0.760957,0.060899,1.570000,-7.669836,-8.208841,-0.467667,-0.466788,0.614578,-10.079199,0.602901,7.684080
10.097961,-0.526896,-0.028105,-0.052253,-0.761554,0.053290,1.580000,-7.679225,-7.596226,-0.409613,-0.405316,0.537865,-10.083626,0.527645,7.690142
10.097998,-0.451828,-0.020651,-0.044791,-0.762076,0.045674,1.590000,-7.687421,-7.224144,-0.351363,-0.318040,0.461059,-10.087467,0.452299,7.695446
10.098029,-0.376602,-0.014338,-0.037322,-0.762524,0.038054,1.600000,-7.694419,-7.498847,-0.292942,-0.295503,0.384174,-10.090718,0.376874,7.699993
10.098055,-0.301243,-0.009169,-0.029846,-0.762898,0.030428,1.610000,-7.700215,-7.013439,-0.234377,-0.236462,0.307220,-10.093380,0.301383,7.703782
10.098075,-0.225777,-0.005148,-0.022364,-0.763196,0.022799,1.620000,-7.704808,-8.194114,-0.175695,-0.178803,0.230210,-10.095450,0.225836,7.706811
10.098089,-0.150229,-0.002279,-0.014879,-0.763420,0.015167,1.630000,-7.708193,-7.754257,-0.116922,-0.120771,0.153156,-10.096927,0.150246,7.709080
10.098097,-0.074623,-0.000562,-0.007390,-0.763568,0.007533,1.640000,-7.710370,-7.645823,-0.058085,-0.058682,0.076071,-10.097811,0.074625,7.710589
10.098100,0.001015,-0.000000,0.000100,-0.763642,-0.000102,1.650000,-7.711337,-7.572561,0.000790,0.000797,-0.001035,-10.098100,0.001015,7.711337
