L,a_x,a_y,alfa,omega,theta,time,v_x,v_x_noisy,v_y,v_y_noisy,x,y,||a||,||v||
10.097626,-0.968399,-0.095594,-0.096370,0.769250,0.098395,5.080000,7.730023,6.995873,0.763059,0.776147,0.991952,-10.048785,0.973105,7.767593
10.097548,-1.043002,-0.111066,-0.103877,0.768286,0.106087,5.090000,7.714189,7.866101,0.821462,0.816773,1.069214,-10.040780,1.048899,7.757803
10.097466,-1.117265,-0.127663,-0.111368,0.767247,0.113770,5.100000,7.697166,8.058468,0.879507,0.958201,1.146315,-10.032187,1.124535,7.747251
10.097377,-1.191161,-0.145373,-0.118843,0.766133,0.121443,5.110000,7.678962,6.793421,0.937166,0.951473,1.223241,-10.023009,1.200000,7.735938
10.097284,-1.264669,-0.164187,-0.126300,0.764945,0.129104,5.120000,7.659585,7.431401,0.994415,0.996917,1.299982,-10.013250,1.275282,7.723866
10.097184,-1.337764,-0.184093,-0.133737,0.763682,0.136754,5.130000,7.639045,7.707078,1.051228,1.004628,1.376525,-10.002915,1.350372,7.711037
10.097079,-1.410424,-0.205079,-0.141155,0.762345,0.144390,5.140000,7.617352,8.038290,1.107580,1.135008,1.452860,-9.992007,1.425256,7.697453
10.096969,-1.482626,-0.227132,-0.148552,0.760933,0.152014,5.150000,7.594516,7.187848,1.163447,1.188630,1.528974,-9.980532,1.499923,7.683117
10.096853,-1.554349,-0.250239,-0.155926,0.759447,0.159623,5.160000,7.570548,7.882797,1.218804,1.290896,1.604856,-9.968494,1.574363,7.668030
10.096732,-1.625570,-0.274386,-0.163277,0.757888,0.167218,5.170000,7.545459,7.620050,1.273627,1.280621,1.680494,-9.955899,1.648564,7.652194
10.096605,-1.696268,-0.299559,-0.170603,0.756255,0.174796,5.180000,7.519261,7.454325,1.327892,1.291189,1.755877,-9.942753,1.722516,7.635613
10.096473,-1.766423,-0.325742,-0.177904,0.754549,0.182359,5.190000,7.491966,7.284769,1.381576,1.328945,1.830995,-9.929060,1.796206,7.618288
10.096336,-1.836014,-0.352920,-0.185179,0.752770,0.189905,5.200000,7.463588,7.159261,1.434657,1.629504,1.905836,-9.914827,1.869625,7.600223
10.096194,-1.905021,-0.381077,-0.192425,0.750919,0.197432,5.210000,7.434139,7.775979,1.487111,1.530638,1.980390,-9.900060,1.942762,7.581420
10.096047,-1.973425,-0.410196,-0.199643,0.748994,0.204941,5.220000,7.403634,6.789436,1.538917,1.605219,2.054644,-9.884766,2.015606,7.561882
10.095895,-2.041208,-0.440259,-0.206831,0.746998,0.212431,5.230000,7.372086,7.149972,1.590053,1.643453,2.128590,-9.868951,2.088147,7.541612
10.095738,-2.108351,-0.471250,-0.213989,0.744930,0.219901,5.240000,7.339510,7.034288,1.640497,1.587030,2.202217,-9.852622,2.160375,7.520614
10.095576,-2.174836,-0.503149,-0.221115,0.742790,0.227351,5.250000,7.305921,7.694415,1.690228,1.841211,2.275514,-9.835786,2.232279,7.498890
10.095409,-2.240646,-0.535939,-0.228208,0.740579,0.234779,5.260000,7.271334,6.758642,1.739227,1.708888,2.348471,-9.818450,2.303850,7.476443
10.095237,-2.305764,-0.569600,-0.235267,0.738296,0.242184,5.270000,7.235765,7.187010,1.787473,1.824788,2.421078,-9.800622,2.375077,7.453278
10.095061,-2.370175,-0.604113,-0.242292,0.735944,0.249567,5.280000,7.199230,7.074492,1.834947,1.793243,2.493325,-9.782310,2.445952,7.429398
10.094880,-2.433863,-0.639457,-0.249281,0.733521,0.256927,5.290000,7.161746,7.308098,1.881630,1.805110,2.565203,-9.763520,2.516464,7.404805
10.094695,-2.496813,-0.675613,-0.256234,0.731028,0.264262,5.300000,7.123330,6.779133,1.927504,2.012603,2.636703,-9.744263,2.586605,7.379505
10.094505,-2.559011,-0.712560,-0.263150,0.728466,0.271572,5.310000,7.083998,6.541105,1.972550,2.094120,2.707814,-9.724545,2.656366,7.353501
10.094310,-2.620443,-0.750277,-0.270027,0.725834,0.278857,5.320000,7.043767,6.702413,2.016751,1.977671,2.778528,-9.704375,2.725736,7.326796
10.094112,-2.681096,-0.788743,-0.276865,0.723134,0.286115,5.330000,7.002657,7.397251,2.060090,2.066770,2.848836,-9.683761,2.794708,7.299395
10.093909,-2.740958,-0.827937,-0.283663,0.720365,0.293347,5.340000,6.960684,6.871639,2.102551,2.184156,2.918729,-9.662713,2.863273,7.271302
10.093703,-2.800018,-0.867835,-0.290421,0.717529,0.300550,5.350000,6.917866,7.164961,2.144118,2.158901,2.988198,-9.641240,2.931422,7.242521
10.093492,-2.858263,-0.908417,-0.297137,0.714624,0.307725,5.360000,6.874223,6.996733,2.184775,2.076190,3.057235,-9.619350,2.999148,7.213056
10.093277,-2.915683,-0.949660,-0.303810,0.711653,0.314872,5.370000,6.829772,6.931928,2.224508,2.334449,3.125832,-9.597052,3.066442,7.182912
10.093058,-2.972270,-0.991542,-0.310441,0.708615,0.321988,5.380000,6.784533,6.026314,2.263303,2.316377,3.193981,-9.574357,3.133296,7.152093
10.092836,-3.028012,-1.034039,-0.317027,0.705511,0.329074,5.390000,6.738525,6.128788,2.301146,2.352153,3.261674,-9.551273,3.199702,7.120603
10.092610,-3.082902,-1.077129,-0.323569,0.702340,0.336130,5.400000,6.691766,6.261425,2.338023,2.375308,3.328903,-9.527811,3.265654,7.088447
10.092381,-3.136933,-1.120789,-0.330065,0.699105,0.343153,5.410000,6.644277,6.734475,2.373922,2.554273,3.395661,-9.503980,3.331143,7.055630
10.092148,-3.190095,-1.164996,-0.336515,0.695804,0.350144,5.420000,6.596076,7.090272,2.408832,2.399329,3.461940,-9.479790,3.396163,7.022157
10.091911,-3.242384,-1.209727,-0.342919,0.692439,0.357102,5.430000,6.547183,6.257983,2.442740,2.590947,3.527734,-9.455251,3.460707,6.988031
10.091672,-3.293793,-1.254957,-0.349275,0.689010,0.364026,5.440000,6.497618,6.724970,2.475636,2.403393,3.593035,-9.430373,3.524768,6.953259
10.091429,-3.344316,-1.300664,-0.355583,0.685517,0.370916,5.450000,6.447401,6.220522,2.507510,2.427635,3.657838,-9.405167,3.588339,6.917845
10.091183,-3.393949,-1.346825,-0.361842,0.681961,0.377772,5.460000,6.396551,5.685473,2.538351,2.595508,3.722134,-9.379642,3.651414,6.881794
10.090934,-3.442687,-1.393415,-0.368052,0.678343,0.384591,5.470000,6.345088,6.226588,2.568151,2.346010,3.785920,-9.353810,3.713987,6.845111
10.090682,-3.490528,-1.440411,-0.374212,0.674662,0.391375,5.480000,6.293033,6.531929,2.596901,2.596038,3.849187,-9.327681,3.776052,6.807801
10.090428,-3.537468,-1.487790,-0.380321,0.670920,0.398121,5.490000,6.240405,5.714120,2.624592,2.572323,3.911930,-9.301265,3.837604,6.769870
10.090170,-3.583506,-1.535528,-0.386380,0.667117,0.404831,5.500000,6.187224,6.298698,2.651219,2.415731,3.974145,-9.274574,3.898636,6.731322
10.089911,-3.628639,-1.583602,-0.392386,0.663253,0.411502,5.510000,6.133510,5.809983,2.676772,2.723233,4.035824,-9.247617,3.959143,6.692164
10.089649,-3.672866,-1.631989,-0.398341,0.659329,0.418134,5.520000,6.079283,5.608669,2.701247,2.897905,4.096963,-9.220407,4.019121,6.652399
10.089384,-3.716188,-1.680664,-0.404243,0.655346,0.424728,5.530000,6.024562,6.537789,2.724638,2.677084,4.157558,-9.192953,4.078564,6.612035
10.089117,-3.758604,-1.729606,-0.410092,0.651303,0.431281,5.540000,5.969369,5.833420,2.746938,2.761444,4.217602,-9.165267,4.137468,6.571075
10.088848,-3.800115,-1.778790,-0.415888,0.647202,0.437794,5.550000,5.913721,5.730109,2.768144,2.699142,4.277092,-9.137360,4.195827,6.529527
10.088577,-3.840722,-1.828194,-0.421629,0.643044,0.444266,5.560000,5.857639,5.849749,2.788251,2.681673,4.336023,-9.109242,4.253638,6.487394
10.088304,-3.880428,-1.877794,-0.427316,0.638827,0.450696,5.570000,5.801143,5.560911,2.807256,2.866655,4.394390,-9.080926,4.310897,6.444683
10.088029,-3.919234,-1.927570,-0.432949,0.634554,0.457085,5.580000,5.744251,5.695794,2.825155,2.861185,4.452190,-9.052422,4.367599,6.401400
10.087753,-3.957143,-1.977497,-0.438526,0.630225,0.463430,5.590000,5.686983,5.461579,2.841947,2.741179,4.509419,-9.023741,4.423740,6.357550
10.087475,-3.994160,-2.027553,-0.444047,0.625839,0.469733,5.600000,5.629358,5.294085,2.857628,2.952531,4.566073,-8.994894,4.479318,6.313138
10.087195,-4.030288,-2.077717,-0.449513,0.621399,0.475991,5.610000,5.571396,5.687928,2.872198,2.985857,4.622149,-8.965893,4.534328,6.268171
10.086914,-4.065532,-2.127967,-0.454923,0.616904,0.482205,5.620000,5.513114,5.270602,2.885655,2.793394,4.677643,-8.936750,4.588768,6.222655
10.086632,-4.099896,-2.178280,-0.460276,0.612354,0.488374,5.630000,5.454532,5.516236,2.897999,3.017209,4.732552,-8.907474,4.642634,6.176594
10.086348,-4.133386,-2.228635,-0.465572,0.607752,0.494497,5.640000,5.395667,5.475131,2.909231,3.026957,4.786874,-8.878078,4.695923,6.129996
10.086064,-4.166008,-2.279012,-0.470811,0.603096,0.500575,5.650000,5.336538,5.352172,2.919350,3.085209,4.840605,-8.848572,4.748634,6.082865
10.085778,-4.197769,-2.329389,-0.475993,0.598388,0.506606,5.660000,5.277164,5.222794,2.928357,2.927487,4.893744,-8.818968,4.800763,6.035208
10.085492,-4.228676,-2.379746,-0.481118,0.593628,0.512590,5.670000,5.217561,5.269332,2.936254,2.754788,4.946287,-8.789277,4.852308,5.987030
10.085205,-4.258735,-2.430061,-0.486184,0.588817,0.518526,5.680000,5.157747,4.871268,2.943043,3.078469,4.998233,-8.759511,4.903266,5.938338
10.084917,-4.287954,-2.480316,-0.491193,0.583955,0.524414,5.690000,5.097739,4.722510,2.948727,2.884104,5.049579,-8.729679,4.953637,5.889137
10.084629,-4.316343,-2.530490,-0.496143,0.579043,0.530254,5.700000,5.037555,4.811260,2.953307,2.927125,5.100324,-8.699795,5.003418,5.839434
10.084340,-4.343908,-2.580564,-0.501035,0.574082,0.536044,5.710000,4.977211,4.648540,2.956788,2.606214,5.150467,-8.669868,5.052608,5.789234
10.084051,-4.370659,-2.630519,-0.505869,0.569071,0.541785,5.720000,4.916724,5.239519,2.959173,3.059042,5.200005,-8.639910,5.101205,5.738543
10.083762,-4.396605,-2.680335,-0.510643,0.564013,0.547476,5.730000,4.856109,5.254247,2.960466,2.676670,5.248937,-8.609931,5.149207,5.687368
10.083472,-4.421756,-2.729995,-0.515360,0.558906,0.553116,5.740000,4.795383,5.271101,2.960672,2.769226,5.297262,-8.579943,5.196614,5.635714
10.083183,-4.446122,-2.779480,-0.520017,0.553753,0.558705,5.750000,4.734560,4.364206,2.959796,2.938382,5.344980,-8.549958,5.243425,5.583588
10.082894,-4.469713,-2.828771,-0.524615,0.548552,0.564242,5.760000,4.673657,4.770311,2.957843,2.959735,5.392088,-8.519984,5.289639,5.530995
10.082605,-4.492539,-2.877853,-0.529154,0.543306,0.569728,5.770000,4.612688,5.033415,2.954818,2.836620,5.438588,-8.490034,5.335255,5.477942
10.082316,-4.514612,-2.926706,-0.533635,0.538015,0.575161,5.780000,4.551668,4.686323,2.950729,2.857019,5.484477,-8.460119,5.380272,5.424434
10.082028,-4.535942,-2.975316,-0.538056,0.532678,0.580541,5.790000,4.490610,4.402844,2.945581,2.896009,5.529756,-8.430248,5.424691,5.370477
10.081740,-4.556540,-3.023664,-0.542417,0.527298,0.585868,5.800000,4.429529,4.409158,2.939381,3.197162,5.574424,-8.400433,5.468510,5.316079
10.081453,-4.576420,-3.071736,-0.546720,0.521874,0.591141,5.810000,4.368439,4.199911,2.932137,2.977608,5.618482,-8.370684,5.511731,5.261244
10.081167,-4.595591,-3.119515,-0.550963,0.516406,0.596360,5.820000,4.307352,4.243403,2.923856,3.139570,5.661929,-8.341012,5.554352,5.205979
10.080881,-4.614067,-3.166985,-0.555147,0.510897,0.601524,5.830000,4.246281,4.310535,2.914546,2.752256,5.704765,-8.311427,5.596374,5.150289
10.080596,-4.631859,-3.214133,-0.559272,0.505345,0.606633,5.840000,4.185239,4.258148,2.904215,3.069974,5.746991,-8.281939,5.637798,5.094182
10.080313,-4.648980,-3.260942,-0.563338,0.499753,0.611686,5.850000,4.124237,4.112358,2.892871,2.686740,5.788607,-8.252559,5.678623,5.037662
10.080030,-4.665443,-3.307400,-0.567345,0.494119,0.616684,5.860000,4.063289,3.910964,2.880524,3.118247,5.829613,-8.223297,5.718851,4.980736
10.079749,-4.681261,-3.353491,-0.571292,0.488446,0.621625,5.870000,4.002404,4.024133,2.867182,2.979194,5.870011,-8.194163,5.758481,4.923410
10.079469,-4.696445,-3.399203,-0.575181,0.482733,0.626509,5.880000,3.941594,4.532927,2.852855,2.672627,5.909801,-8.165167,5.797515,4.865690
10.079190,-4.711010,-3.444521,-0.579010,0.476981,0.631337,5.890000,3.880869,3.661162,2.837552,2.881504,5.948983,-8.136318,5.835953,4.807582
10.078913,-4.724969,-3.489434,-0.582781,0.471191,0.636107,5.900000,3.820240,3.691151,2.821284,3.045251,5.987560,-8.107627,5.873796,4.749092
10.078638,-4.738334,-3.533929,-0.586493,0.465363,0.640818,5.910000,3.759717,3.966447,2.804060,2.737527,6.025531,-8.079104,5.911046,4.690226
10.078364,-4.751119,-3.577993,-0.590146,0.459498,0.645472,5.920000,3.699308,3.493118,2.785890,2.612694,6.062898,-8.050757,5.947703,4.630990
10.078092,-4.763338,-3.621615,-0.593740,0.453597,0.650067,5.930000,3.639023,3.403821,2.766787,2.966567,6.099662,-8.022597,5.983768,4.571389
10.077822,-4.775004,-3.664783,-0.597276,0.447659,0.654603,5.940000,3.578871,3.801490,2.746759,3.018756,6.135825,-7.994632,6.019244,4.511431
10.077554,-4.786131,-3.707486,-0.600754,0.441687,0.659080,5.950000,3.518860,3.839937,2.725819,2.570397,6.171388,-7.966873,6.054131,4.451120
10.077287,-4.796732,-3.749714,-0.604174,0.435679,0.663496,5.960000,3.458998,3.276850,2.703977,2.813870,6.206352,-7.939327,6.088432,4.390462
10.077024,-4.806821,-3.791457,-0.607535,0.429637,0.667853,5.970000,3.399292,3.477083,2.681246,2.820660,6.240720,-7.912005,6.122146,4.329465
10.076762,-4.816411,-3.832703,-0.610839,0.423562,0.672150,5.980000,3.339749,3.192488,2.657636,2.820533,6.274492,-7.884915,6.155277,4.268132
10.076502,-4.825517,-3.873443,-0.614085,0.417454,0.676385,5.990000,3.280377,3.295062,2.633159,2.692753,6.307671,-7.858065,6.187825,4.206471
10.076245,-4.834151,-3.913669,-0.617273,0.411313,0.680560,6.000000,3.221181,3.229210,2.607828,2.550661,6.340258,-7.831466,6.219793,4.144487
10.075991,-4.842328,-3.953370,-0.620404,0.405140,0.684673,6.010000,3.162167,3.158653,2.581655,2.341095,6.372255,-7.805124,6.251182,4.082186
10.075739,-4.850060,-3.992539,-0.623477,0.398936,0.688724,6.020000,3.103342,3.035927,2.554651,2.751640,6.403664,-7.779049,6.281994,4.019574
10.075490,-4.857362,-4.031166,-0.626494,0.392701,0.692714,6.030000,3.044710,3.042320,2.526830,2.506077,6.434487,-7.753249,6.312232,3.956656
10.075243,-4.864247,-4.069244,-0.629453,0.386436,0.696641,6.040000,2.986275,3.268389,2.498204,2.415154,6.464726,-7.727731,6.341896,3.893439
10.074999,-4.870729,-4.106765,-0.632356,0.380142,0.700505,6.050000,2.928043,2.610249,2.468786,2.619287,6.494384,-7.702505,6.370990,3.829927
10.074758,-4.876820,-4.143721,-0.635203,0.373818,0.704306,6.060000,2.870018,2.599135,2.438588,2.433715,6.523461,-7.677578,6.399515,3.766127
10.074520,-4.882534,-4.180105,-0.637993,0.367466,0.708045,6.070000,2.812202,2.756908,2.407623,2.511280,6.551961,-7.652958,6.427473,3.702044
10.074285,-4.887884,-4.215910,-0.640727,0.361086,0.711719,6.080000,2.754601,2.837846,2.375905,2.428899,6.579885,-7.628652,6.454867,3.637685
10.074053,-4.892883,-4.251130,-0.643405,0.354679,0.715330,6.090000,2.697215,2.735053,2.343447,2.164377,6.607236,-7.604669,6.481699,3.573054
10.073825,-4.897545,-4.285758,-0.646028,0.348245,0.718877,6.100000,2.640049,2.638792,2.310262,2.400134,6.634016,-7.581014,6.507970,3.508157
10.073599,-4.901882,-4.319788,-0.648595,0.341785,0.722359,6.110000,2.583104,2.751026,2.276363,2.196805,6.660227,-7.557697,6.533683,3.443000
10.073377,-4.905906,-4.353214,-0.651106,0.335299,0.725777,6.120000,2.526382,2.451531,2.241763,2.452468,6.685872,-7.534723,6.558840,3.377589
10.073158,-4.909631,-4.386030,-0.653563,0.328788,0.729130,6.130000,2.469885,2.683263,2.206477,2.252035,6.710952,-7.512100,6.583444,3.311929
10.072943,-4.913068,-4.418232,-0.655965,0.322252,0.732418,6.140000,2.413613,2.532736,2.170518,2.245622,6.735471,-7.489834,6.607497,3.246025
10.072731,-4.916231,-4.449814,-0.658312,0.315692,0.735641,6.150000,2.357569,2.399695,2.133900,2.181030,6.759430,-7.467933,6.631001,3.179883
10.072523,-4.919130,-4.480772,-0.660605,0.309109,0.738798,6.160000,2.301751,2.346579,2.096635,1.763970,6.782832,-7.446403,6.653958,3.113509
10.072319,-4.921779,-4.511099,-0.662843,0.302503,0.741889,6.170000,2.246161,2.204609,2.058739,2.059663,6.805678,-7.425250,6.676371,3.046907
10.072118,-4.924188,-4.540794,-0.665028,0.295875,0.744914,6.180000,2.190798,2.266977,2.020224,2.009601,6.827973,-7.404481,6.698241,2.980084
10.071921,-4.926370,-4.569850,-0.667159,0.289224,0.747872,6.190000,2.135662,2.132342,1.981105,2.132398,6.849717,-7.384102,6.719572,2.913045
10.071728,-4.928336,-4.598264,-0.669236,0.282553,0.750765,6.200000,2.080752,2.089274,1.941396,2.123025,6.870913,-7.364119,6.740366,2.845795
10.071538,-4.930097,-4.626033,-0.671260,0.275860,0.753590,6.210000,2.026067,2.004549,1.901110,1.837112,6.891563,-7.344538,6.760624,2.778339
10.071353,-4.931663,-4.653152,-0.673231,0.269148,0.756349,6.220000,1.971606,1.862058,1.860261,1.819727,6.911671,-7.325364,6.780349,2.710683
10.071171,-4.933047,-4.679619,-0.675149,0.262415,0.759040,6.230000,1.917366,2.063363,1.818864,1.680455,6.931237,-7.306603,6.799543,2.642831
10.070994,-4.934258,-4.705430,-0.677015,0.255664,0.761664,6.240000,1.863346,1.843787,1.776932,1.653900,6.950264,-7.288261,6.818209,2.574791
10.070821,-4.935307,-4.730581,-0.678827,0.248894,0.764221,6.250000,1.809544,1.927130,1.734480,1.677357,6.968755,-7.270343,6.836348,2.506565
10.070651,-4.936205,-4.755071,-0.680588,0.242106,0.766710,6.260000,1.755956,1.781540,1.691522,1.639871,6.986711,-7.252854,6.853964,2.438161
10.070486,-4.936960,-4.778897,-0.682296,0.235300,0.769131,6.270000,1.702581,1.651538,1.648071,1.605319,7.004136,-7.235799,6.871057,2.369582
10.070326,-4.937582,-4.802055,-0.683953,0.228477,0.771484,6.280000,1.649415,1.600610,1.604142,1.662331,7.021030,-7.219183,6.887630,2.300835
10.070169,-4.938082,-4.824544,-0.685558,0.221637,0.773769,6.290000,1.596455,1.466836,1.559749,1.596260,7.037396,-7.203010,6.903686,2.231924
10.070017,-4.938468,-4.846361,-0.687112,0.214782,0.775985,6.300000,1.543697,1.494090,1.514906,1.509078,7.053237,-7.187287,6.919226,2.162855
10.069869,-4.938749,-4.867504,-0.688614,0.207911,0.778133,6.310000,1.491138,1.508049,1.469627,1.522393,7.068554,-7.172016,6.934252,2.093632
10.069726,-4.938935,-4.887972,-0.690065,0.201024,0.780212,6.320000,1.438772,1.435988,1.423926,1.432871,7.083349,-7.157202,6.948766,2.024260
10.069587,-4.939033,-4.907761,-0.691465,0.194124,0.782222,6.330000,1.386597,1.481704,1.377817,1.426938,7.097625,-7.142850,6.962770,1.954746
10.069453,-4.939052,-4.926871,-0.692815,0.187209,0.784164,6.340000,1.334607,1.327758,1.331315,1.218575,7.111383,-7.128963,6.976266,1.885093
10.069323,-4.938999,-4.945300,-0.694114,0.180281,0.786036,6.350000,1.282797,1.281080,1.284434,1.209964,7.124624,-7.115546,6.989256,1.815307
10.069198,-4.938883,-4.963047,-0.695362,0.173340,0.787838,6.360000,1.231163,1.334159,1.237187,1.271105,7.137352,-7.102602,7.001742,1.745393
10.069077,-4.938710,-4.980109,-0.696561,0.166386,0.789572,6.370000,1.179700,1.223308,1.189589,1.241834,7.149567,-7.090134,7.013725,1.675355
10.068961,-4.938489,-4.996486,-0.697709,0.159421,0.791236,6.380000,1.128402,1.199450,1.141654,1.121194,7.161272,-7.078147,7.025208,1.605199
10.068850,-4.938225,-5.012176,-0.698808,0.152443,0.792830,6.390000,1.077264,1.212908,1.093396,1.131945,7.172467,-7.066643,7.036191,1.534930
10.068743,-4.937926,-5.027178,-0.699857,0.145455,0.794354,6.400000,1.026279,0.980073,1.044829,1.093458,7.183156,-7.055626,7.046676,1.464553
10.068641,-4.937598,-5.041492,-0.700856,0.138457,0.795809,6.410000,0.975442,0.951666,0.995967,1.074609,7.193338,-7.045099,7.056665,1.394072
10.068544,-4.937247,-5.055116,-0.701805,0.131448,0.797194,6.420000,0.924747,0.871820,0.946824,0.993928,7.203016,-7.035065,7.066159,1.323493
10.068452,-4.936878,-5.068049,-0.702706,0.124430,0.798508,6.430000,0.874188,0.908204,0.897414,0.843210,7.212191,-7.025526,7.075160,1.252820
10.068364,-4.936498,-5.080290,-0.703557,0.117403,0.799752,6.440000,0.823758,0.823163,0.847752,0.831218,7.220865,-7.016486,7.083668,1.182058
10.068282,-4.936111,-5.091839,-0.704359,0.110368,0.800926,6.450000,0.773450,0.763809,0.797851,0.758683,7.229038,-7.007946,7.091686,1.111212
10.068204,-4.935722,-5.102695,-0.705112,0.103324,0.802030,6.460000,0.723259,0.648054,0.747726,0.739431,7.236712,-6.999909,7.099215,1.040287
10.068131,-4.935336,-5.112857,-0.705817,0.096273,0.803063,6.470000,0.673176,0.669015,0.697390,0.677940,7.243888,-6.992377,7.106255,0.969288
10.068063,-4.934958,-5.122325,-0.706472,0.089215,0.804026,6.480000,0.623196,0.583647,0.646857,0.709545,7.250568,-6.985353,7.112807,0.898219
10.068000,-4.934591,-5.131098,-0.707079,0.082150,0.804918,6.490000,0.573311,0.547771,0.596142,0.591292,7.256752,-6.978838,7.118873,0.827086
10.067942,-4.934239,-5.139176,-0.707638,0.075079,0.805740,6.500000,0.523515,0.592099,0.545258,0.520429,7.262440,-6.972834,7.124454,0.755893
10.067889,-4.933906,-5.146557,-0.708147,0.068003,0.806490,6.510000,0.473799,0.468956,0.494220,0.476533,7.267635,-6.967343,7.129550,0.684645
10.067841,-4.933595,-5.153243,-0.708609,0.060921,0.807170,6.520000,0.424157,0.399639,0.443040,0.454421,7.272337,-6.962366,7.134162,0.613346
10.067797,-4.933308,-5.159232,-0.709022,0.053835,0.807780,6.530000,0.374580,0.377070,0.391735,0.379267,7.276546,-6.957904,7.138291,0.542002
10.067759,-4.933048,-5.164524,-0.709387,0.046745,0.808318,6.540000,0.325063,0.326318,0.340316,0.341924,7.280263,-6.953959,7.141938,0.470618
10.067726,-4.932819,-5.169119,-0.709704,0.039651,0.808785,6.550000,0.275597,0.269746,0.288799,0.293872,7.283489,-6.950533,7.145102,0.399197
10.067698,-4.932620,-5.173016,-0.709972,0.032554,0.809182,6.560000,0.226174,0.218440,0.237197,0.225015,7.286224,-6.947625,7.147785,0.327745
10.067675,-4.932455,-5.176216,-0.710193,0.025454,0.809508,6.570000,0.176787,0.179998,0.185524,0.186302,7.288468,-6.945236,7.149987,0.256267
10.067657,-4.932324,-5.178717,-0.710365,0.018352,0.809762,6.580000,0.127428,0.129327,0.133794,0.136745,7.290223,-6.943368,7.151708,0.184766
10.067644,-4.932229,-5.180521,-0.710489,0.011249,0.809946,6.590000,0.078090,0.076447,0.082021,0.076240,7.291487,-6.942021,7.152949,0.113249
10.067636,-4.932171,-5.181626,-0.710565,0.004144,0.810058,6.600000,0.028764,0.028560,0.030219,0.028814,7.292262,-6.941196,7.153710,0.041720
10.067633,-4.932149,-5.182034,-0.710593,-0.002962,0.810100,6.610000,-0.020557,-0.021260,-0.021598,-0.022355,7.292548,-6.940891,7.153990,0.029818
10.067635,-4.932164,-5.181743,-0.710573,-0.010068,0.810070,6.620000,-0.069881,-0.067167,-0.073417,-0.073830,7.292344,-6.941109,7.153789,0.101357
10.067642,-4.932217,-5.180753,-0.710505,-0.017173,0.809969,6.630000,-0.119215,-0.122453,-0.125222,-0.115219,7.291650,-6.941848,7.153109,0.172895
10.067654,-4.932306,-5.179065,-0.710389,-0.024278,0.809797,6.640000,-0.168568,-0.174340,-0.177001,-0.179044,7.290467,-6.943108,7.151948,0.244427
10.067671,-4.932431,-5.176679,-0.710224,-0.031382,0.809555,6.650000,-0.217947,-0.218597,-0.228739,-0.247096,7.288793,-6.944890,7.150306,0.315947
10.067694,-4.932590,-5.173595,-0.710012,-0.038485,0.809241,6.660000,-0.267360,-0.268309,-0.280423,-0.288747,7.286630,-6.947192,7.148184,0.387451
10.067721,-4.932783,-5.169812,-0.709751,-0.045585,0.808856,6.670000,-0.316814,-0.314040,-0.332038,-0.345585,7.283975,-6.950015,7.145580,0.458934
10.067753,-4.933008,-5.165332,-0.709443,-0.052682,0.808400,6.680000,-0.366318,-0.397329,-0.383570,-0.377296,7.280830,-6.953357,7.142494,0.530391
10.067791,-4.933263,-5.160153,-0.709086,-0.059777,0.807873,6.690000,-0.415879,-0.426701,-0.435006,-0.462232,7.277193,-6.957218,7.138926,0.601819
10.067833,-4.933546,-5.154277,-0.708680,-0.066867,0.807276,6.700000,-0.465504,-0.509568,-0.486331,-0.498833,7.273063,-6.961596,7.134875,0.673211
10.067880,-4.933853,-5.147703,-0.708227,-0.073954,0.806607,6.710000,-0.515202,-0.530019,-0.537532,-0.577110,7.268441,-6.966490,7.130340,0.744563
10.067933,-4.934183,-5.140432,-0.707724,-0.081037,0.805867,6.720000,-0.564979,-0.551046,-0.588595,-0.604805,7.263325,-6.971900,7.125321,0.815871
10.067990,-4.934533,-5.132464,-0.707174,-0.088114,0.805057,6.730000,-0.614842,-0.605728,-0.639505,-0.659073,7.257714,-6.977823,7.119817,0.887129
10.068052,-4.934898,-5.123799,-0.706574,-0.095186,0.804176,6.740000,-0.664800,-0.651487,-0.690248,-0.621231,7.251607,-6.984259,7.113827,0.958333
10.068120,-4.935275,-5.114438,-0.705926,-0.102251,0.803224,6.750000,-0.714860,-0.724181,-0.740811,-0.729972,7.245004,-6.991205,7.107349,1.029478
10.068192,-4.935660,-5.104382,-0.705229,-0.109311,0.802202,6.760000,-0.765027,-0.789893,-0.791179,-0.775733,7.237904,-6.998659,7.100384,1.100559
10.068269,-4.936048,-5.093630,-0.704483,-0.116363,0.801108,6.770000,-0.815310,-0.788128,-0.841339,-0.871809,7.230305,-7.006621,7.092929,1.171572
10.068351,-4.936436,-5.082183,-0.703689,-0.123408,0.799945,6.780000,-0.865715,-0.899904,-0.891275,-0.897071,7.222205,-7.015086,7.084983,1.242512
10.068438,-4.936818,-5.070043,-0.702845,-0.130445,0.798711,6.790000,-0.916250,-0.966113,-0.940975,-0.961093,7.213605,-7.024054,7.076546,1.313373
10.068529,-4.937189,-5.057209,-0.701951,-0.137473,0.797406,6.800000,-0.966919,-1.036894,-0.990424,-1.007264,7.204502,-7.033522,7.067616,1.384151
10.068626,-4.937544,-5.043682,-0.701008,-0.144493,0.796032,6.810000,-1.017731,-1.132808,-1.039608,-1.063104,7.194895,-7.043487,7.058192,1.454841
10.068727,-4.937877,-5.029463,-0.700016,-0.151503,0.794587,6.820000,-1.068691,-1.061507,-1.088513,-1.052272,7.184782,-7.053947,7.048271,1.525438
